,timestamp,robot_name,status code,status,xy_coordinate,GPS_coordinate
798,1648560566.296819,tb3_1,1,ACTIVE,"(-14.512639035637218, -32.91727231206151)","(103.81509460468544, 1.3156756824201623)"
799,1648560566.508641,tb3_1,1,ACTIVE,"(-14.485961686459088, -32.872697872537074)","(103.81509700446429, 1.3156796910914084)"
800,1648560566.715302,tb3_1,1,ACTIVE,"(-14.462482474692234, -32.83424045838729)","(103.81509911655256, 1.3156831496459713)"
801,1648560566.907517,tb3_1,1,ACTIVE,"(-14.457254619405084, -32.82618530225562)","(103.81509958682783, 1.3156838740627883)"
802,1648560567.11773,tb3_1,1,ACTIVE,"(-14.456524223943143, -32.82512640869891)","(103.81509965253103, 1.3156839692912732)"
803,1648560567.325036,tb3_1,1,ACTIVE,"(-14.455434238414176, -32.82360587342429)","(103.81509975058142, 1.3156841060361537)"
804,1648560567.522114,tb3_1,1,ACTIVE,"(-14.455783562236805, -32.824549946998914)","(103.81509971915779, 1.3156840211336809)"
805,1648560567.73652,tb3_1,1,ACTIVE,"(-14.456193379030687, -32.82661683219819)","(103.81509968229251, 1.3156838352544726)"
806,1648560567.833901,tb3_1,3,SUCCEEDED,"(-14.456256858726821, -32.82730486392845)","(103.8150996765822, 1.315683773378377)"
807,1648560567.840288,tb3_1,1,ACTIVE,"(-14.456238489172875, -32.82709181913146)","(103.81509967823463, 1.3156837925379297)"
808,1648560567.949676,tb3_1,1,ACTIVE,"(-14.456266598387497, -32.82743296141249)","(103.81509967570605, 1.3156837618583093)"
809,1648560568.164795,tb3_1,1,ACTIVE,"(-14.456007353163827, -32.824047713775585)","(103.81509969902649, 1.3156840663005256)"
810,1648560568.367538,tb3_1,1,ACTIVE,"(-14.452938933866994, -32.78969518009377)","(103.81509997504683, 1.3156871556938807)"
811,1648560568.572318,tb3_1,1,ACTIVE,"(-14.44984509688576, -32.75837226580901)","(103.81510025335379, 1.315689972627404)"
812,1648560568.79291,tb3_1,1,ACTIVE,"(-14.445260940786213, -32.700704701917566)","(103.81510066572228, 1.3156951587889094)"
813,1648560568.998507,tb3_1,1,ACTIVE,"(-14.443272864346799, -32.64984367633051)","(103.81510084455881, 1.3156997328244613)"
814,1648560569.202863,tb3_1,1,ACTIVE,"(-14.44128218060211, -32.59807062166917)","(103.81510102362982, 1.3157043888806432)"
815,1648560569.402655,tb3_1,1,ACTIVE,"(-14.438923017829023, -32.54754587323771)","(103.81510123584772, 1.3157089326741245)"
816,1648560569.6029,tb3_1,1,ACTIVE,"(-14.435425710642, -32.48874942719454)","(103.81510155044786, 1.3157142203582461)"
817,1648560569.815266,tb3_1,1,ACTIVE,"(-14.432886351693849, -32.454834129232765)","(103.81510177887621, 1.315717270430079)"
818,1648560570.011386,tb3_1,1,ACTIVE,"(-14.428359124448251, -32.40508533839439)","(103.815102186124, 1.3157217444402174)"
819,1648560570.214138,tb3_1,1,ACTIVE,"(-14.422890719845668, -32.354438856174305)","(103.81510267803607, 1.3157262991816114)"
820,1648560570.411699,tb3_1,1,ACTIVE,"(-14.416000981497474, -32.2967352337759)","(103.81510329780495, 1.315731488586039)"
821,1648560570.627939,tb3_1,1,ACTIVE,"(-14.409858618671116, -32.24667950097027)","(103.81510385034348, 1.315735990200168)"
822,1648560570.831506,tb3_1,1,ACTIVE,"(-14.403845509616561, -32.18838316958865)","(103.8151043912545, 1.3157412329080784)"
823,1648560571.029922,tb3_1,1,ACTIVE,"(-14.400400315134531, -32.14662863000611)","(103.8151047011676, 1.3157449879788936)"
824,1648560571.239287,tb3_1,1,ACTIVE,"(-14.396414375726737, -32.088615792743894)","(103.81510505972307, 1.3157502051915064)"
825,1648560571.468434,tb3_1,1,ACTIVE,"(-14.393284031901517, -32.045904811230024)","(103.8151053413135, 1.315754046277075)"
826,1648560571.680807,tb3_1,1,ACTIVE,"(-14.389478168421855, -31.995175575805344)","(103.81510568367044, 1.3157586084605548)"
827,1648560571.889703,tb3_1,1,ACTIVE,"(-14.385692019882997, -31.944748832780007)","(103.81510602425394, 1.3157631434402766)"
828,1648560572.092929,tb3_1,1,ACTIVE,"(-14.381327389809492, -31.89477024248437)","(103.81510641687518, 1.3157676381167394)"
829,1648560572.295677,tb3_1,1,ACTIVE,"(-14.375321846846562, -31.83683096480587)","(103.81510695710561, 1.3157728487140834)"
830,1648560572.50922,tb3_1,1,ACTIVE,"(-14.371665699909915, -31.80416878164579)","(103.81510728599554, 1.3157757860908053)"
831,1648560572.72193,tb3_1,1,ACTIVE,"(-14.365116132146515, -31.745917906383188)","(103.81510787516412, 1.3157810247107786)"
832,1648560572.907009,tb3_1,1,ACTIVE,"(-14.360074759458913, -31.69506235595367)","(103.81510832866222, 1.315785598254081)"
833,1648560573.133863,tb3_1,1,ACTIVE,"(-14.356038711400183, -31.645768160722024)","(103.81510869172567, 1.3157900313814883)"
834,1648560573.329082,tb3_1,1,ACTIVE,"(-14.352337932314263, -31.595503792566426)","(103.81510902462969, 1.3157945517585032)"
